,energy_100g,carbohydrates_100g,fat_100g,proteins_100g,sodium_100g,salt_100g,sugars_100g,saturated-fat_100g,fiber_100g,trans-fat_100g,cholesterol_100g,iron_100g,vitamin-c_100g,calcium_100g,vitamin-a_100g
8536,1569.0,73.21,2.68,12.5,0.0,0.0,3.57,0.0,10.7,0.0,0.0,0.00321,0.0,0.0,0.0
8546,975.0,30.14,10.96,2.74,0.153416,0.38354,24.66,6.85,0.0,0.0,0.040999999999999995,0.0,0.0,0.13699999999999998,0.0001233
8551,1431.0,34.21,21.05,5.26,0.14732,0.3683,28.95,14.47,1.3,0.0,0.039,0.0,0.0,0.132,0.00011850000000000001
8552,1130.0,41.27,11.11,4.76,0.12903199999999998,0.32258000000000003,23.81,5.56,0.0,0.0,0.032,0.00057,0.0,0.095,9.51e-05
8553,1117.0,40.0,10.0,5.0,0.118872,0.29718,20.0,5.83,1.7,0.0,0.033,0.0012,0.0,0.1,9.990000000000002e-05
8556,1611.0,71.15,9.62,5.77,0.46939200000000003,1.1734799999999999,32.69,3.85,1.9,0.0,0.0,0.00346,0.0,0.038,0.0002886
8560,983.0,27.94,13.24,2.94,0.097536,0.24384,20.59,7.35,0.0,0.0,0.044000000000000004,0.0,0.0,0.11800000000000001,0.00013230000000000002
8564,176.0,9.09,0.0,0.61,0.17272,0.4318,0.61,0.0,1.2,0.0,0.0,0.00022,0.0073,0.024,0.0
8565,188.0,8.97,0.0,0.64,0.181864,0.45466000000000006,0.64,0.0,1.3,0.0,0.0,0.00022999999999999998,0.0077,0.026000000000000002,0.0
8570,987.0,30.71,8.57,10.71,0.6309359999999999,1.57734,5.0,3.57,1.4,0.0,0.018000000000000002,0.00257,0.0,0.107,6.42e-05
8576,172.0,9.84,0.0,0.0,0.008128,0.020319999999999998,9.02,0.0,0.0,0.0,0.0,0.00059,0.0049,0.0,0.000246
8610,954.0,22.78,10.13,11.39,0.501904,1.25476,0.0,1.27,1.3,0.0,0.038,0.00137,0.0,0.0,0.0
8623,2021.0,65.52,20.69,6.9,0.367792,0.91948,24.14,10.34,0.0,0.0,0.0,0.00248,0.0,0.0,0.0
8628,1494.0,75.0,0.89,12.5,0.0,0.0,1.79,0.0,3.6,0.0,0.0,0.00321,0.0,0.0,0.0
8630,1494.0,75.0,0.89,12.5,0.0,0.0,1.79,0.0,3.6,0.0,0.0,0.00321,0.0,0.0,0.0
8631,1494.0,75.0,0.89,12.5,0.0,0.0,1.79,0.0,3.6,0.0,0.0,0.00321,0.0,0.0,0.0
8637,1577.0,70.49,3.28,14.75,0.033527999999999995,0.08382,1.64,0.82,3.3,0.0,0.098,0.00295,0.0,0.0,0.0
8638,1569.0,71.43,3.57,14.29,0.036576,0.09144,1.79,0.0,3.6,0.0,0.098,0.00321,0.0,0.0,0.0
8642,1494.0,75.0,0.89,12.5,0.0,0.0,1.79,0.0,3.6,0.0,0.0,0.00321,0.0,0.0,0.0
8643,1494.0,75.0,0.89,12.5,0.0,0.0,1.79,0.0,3.6,0.0,0.0,0.00321,0.0,0.0,0.0
8648,1046.0,50.0,12.5,25.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.036000000000000004,0.0,0.0,0.0
8651,1540.0,78.95,0.0,10.53,0.080264,0.20065999999999998,0.0,0.0,5.3,0.0,0.0,0.0,0.0126,0.0,0.0
8654,1163.0,61.11,1.39,19.44,0.0,0.0,2.78,0.0,25.0,0.0,0.0,0.005,0.0,0.055999999999999994,0.0
8655,1163.0,61.11,1.39,19.44,0.0,0.0,2.78,0.0,25.0,0.0,0.0,0.005,0.0,0.055999999999999994,0.0
8656,1163.0,61.11,1.39,19.44,0.0,0.0,2.78,0.0,25.0,0.0,0.0,0.005,0.0,0.055999999999999994,0.0
8657,1163.0,61.11,1.39,19.44,0.0,0.0,2.78,0.0,25.0,0.0,0.0,0.005,0.0,0.055999999999999994,0.0
8658,837.0,62.86,0.0,20.0,0.057912,0.14478,2.86,0.0,34.3,0.0,0.0,0.00514,0.0,0.0,0.0
8663,770.0,57.89,0.0,23.68,0.053848,0.13462000000000002,2.63,0.0,36.8,0.0,0.0,0.00474,0.0,0.053,0.0
8664,916.0,59.38,0.0,25.0,0.016256,0.040639999999999996,0.0,0.0,28.1,0.0,0.0,0.008440000000000001,0.0,0.0,0.0
8667,1515.0,78.72,0.0,6.38,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0038299999999999996,0.0,0.0,0.0
8674,1456.0,52.17,0.0,34.78,0.551688,1.3792200000000001,52.17,0.0,0.0,0.0,0.022000000000000002,0.0,0.0052,1.304,0.0006522
8677,1209.0,3.33,25.56,13.33,0.8696959999999999,2.17424,3.33,10.0,0.0,0.0,0.055999999999999994,0.0016,0.0,0.022000000000000002,0.0
8679,1197.0,53.57,3.57,7.14,0.5445760000000001,1.36144,7.14,0.0,3.6,0.0,0.0,0.00386,0.0,0.14300000000000002,0.0
8681,2092.0,0.0,50.0,0.0,0.653288,1.6332200000000001,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010712999999999999
8687,268.0,16.36,0.0,0.0,0.0,0.0,16.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8692,448.0,7.14,1.79,17.86,1.233424,3.08356,3.57,0.0,0.0,0.0,0.036000000000000004,0.0012900000000000001,0.0,0.0,0.0
8695,774.0,23.08,10.77,3.08,0.06299199999999999,0.15748,16.92,6.15,0.0,0.0,0.038,0.0,0.0,0.12300000000000001,9.240000000000001e-05
8696,837.0,26.15,9.23,3.08,0.06299199999999999,0.15748,20.0,5.38,0.0,0.0,0.038,0.0,0.0,0.12300000000000001,9.240000000000001e-05
8708,2987.0,0.0,78.57,0.0,0.653288,1.6332200000000001,0.0,50.0,0.0,0.0,0.214,0.0,0.0,0.0,0.0008571
8723,1644.0,3.57,32.14,25.0,0.653288,1.6332200000000001,0.0,17.86,0.0,0.0,0.107,0.0,0.0,0.7140000000000001,0.0003213
8724,2987.0,0.0,78.57,0.0,0.7985760000000001,1.9964400000000002,0.0,14.29,0.0,21.43,0.0,0.0,0.0,0.0,0.0010712999999999999
8731,971.0,21.05,10.53,11.58,0.449072,1.12268,1.05,2.63,1.0,0.0,0.037000000000000005,0.00037999999999999997,0.0,0.0,0.0
8732,971.0,21.05,10.53,11.58,0.449072,1.12268,1.05,2.63,1.1,0.0,0.037000000000000005,0.00037999999999999997,0.0,0.0,0.0
8737,946.0,21.43,10.71,11.9,0.44703999999999994,1.1176,1.19,2.38,1.2,0.0,0.036000000000000004,0.00043,0.0,0.0,0.0
8746,971.0,21.05,10.53,11.58,0.449072,1.12268,1.05,2.63,1.1,0.0,0.037000000000000005,0.00037999999999999997,0.0,0.0,0.0
8751,1633.0,56.8,15.8,4.0,0.11175999999999998,0.2794,30.1,6.7,1.8,,,,,,
8754,259.0,5.0,3.33,3.33,0.0508,0.127,4.58,2.08,0.0,0.0,0.015,0.0,0.001,0.125,3.75e-05
8755,226.0,5.0,2.08,3.33,0.054863999999999996,0.13716,5.0,1.25,0.0,0.0,0.008,0.0,0.001,0.125,6.24e-05
8768,2570.0,4.42,53.1,31.0,1.66,4.16,0.0,19.9,0.0,,,,,,
8769,887.0,5.88,14.12,15.29,0.98044,2.4511,3.53,2.94,,0.0,0.071,0.00085,,,
8770,301.0,15.2,0.0,2.4,0.316992,0.7924800000000001,0.8,0.0,3.2,0.0,0.0,0.00115,0.0,0.016,0.0
8773,330.0,19.2,0.0,0.564,0.00611,0.0153,14.7,0.0,0.602,0.0,0.0,0.000271,0.0009019999999999999,0.0,0.0
8786,0.0,3.33,0.0,0.0,0.6096,1.524,0.0,0.0,3.3,0.0,0.0,0.0,0.004,0.0,0.0
8789,88.0,3.3,0.0,0.8,0.151384,0.37846,2.5,0.0,0.8,,,,,,
8809,222.0,9.41,0.0,3.53,0.018288,0.04572,2.35,0.0,3.5,0.0,0.0,0.00085,0.0635,0.024,7.049999999999999e-05
8810,121.0,4.71,0.0,1.18,0.029463999999999997,0.07366,2.35,0.0,1.2,0.0,0.0,0.0,0.0247,0.0,0.0
8812,331.0,13.48,0.0,5.62,0.0,0.0,4.49,0.0,4.5,0.0,0.0,0.00121,0.0067,0.0,0.0001347
8820,996.0,43.81,4.76,4.76,0.42570399999999997,1.06426,12.38,0.95,1.0,0.0,0.019,0.00257,0.0,0.095,0.0
8823,1008.0,16.46,13.92,12.66,0.6431279999999999,1.60782,0.0,2.53,1.3,0.0,0.025,0.00137,0.0,0.025,0.0
8845,418.0,20.0,0.0,0.0,2.6416,6.604,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8846,418.0,20.0,0.0,0.0,2.6416,6.604,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8861,1516.0,73.1,1.5,12.5,0.008,0.02,3.6,0.3,2.9,,,,,,
8870,67.0,1.6,0.7,1.0,0.72,1.8,0.0,0.2,1.3,,,,,,
8875,0.0,0.0,0.0,0.0,0.000711,1.78,0.0,0.0,0.0,,,,,,
8881,188.0,1.6,0.7,1.0,0.72,1.8,0.0,0.2,,,,,,,
8887,418.0,23.0,0.1,1.5,2.4,6.0,21.0,0.1,2.4,,,,,,
8893,556.0,26.67,0.0,6.67,0.0,0.0,20.0,0.0,,0.0,,,,,
8895,21.0,0.0,0.0,0.0,0.8,2.0,0.0,0.0,,0.0,,,,,
8911,490.0,29.4,0.0,0.0,3.292,8.23,11.76,0.0,,0.0,,,,,
8912,3067.0,6.67,73.33,0.0,0.677672,1.69418,0.0,13.33,0.0,0.0,0.067,0.0,0.0,0.0,0.0
8919,67.0,1.6,0.7,1.0,0.72,1.8,0.1,0.2,1.3,,,,,,
8922,67.0,0.0,0.7,1.0,0.72,1.8,0.0,0.2,,,,,,,
8931,46.0,1.8,0.0,0.6,2.96,7.4,0.0,0.0,1.2,,,,,,
8932,213.0,10.0,0.5,1.3,2.32,5.8,7.2,0.1,,,,,,,
8961,2351.0,25.0,46.88,21.88,0.445008,1.1125200000000002,9.38,7.81,6.2,0.0,0.0,0.00225,0.0,0.0,0.0
8962,2351.0,28.12,46.88,21.88,0.445008,1.1125200000000002,12.5,7.81,6.2,0.0,0.0,0.00225,0.0,0.0,0.0
8967,862.0,22.06,11.76,2.94,0.051815999999999994,0.12954000000000002,17.65,7.35,0.0,0.0,0.044000000000000004,0.0,0.0,0.08800000000000001,0.00013230000000000002
8969,925.0,25.0,11.76,2.94,0.051815999999999994,0.12954000000000002,17.65,7.35,0.0,0.0,0.07400000000000001,0.0,0.0,0.08800000000000001,0.00013230000000000002
8973,862.0,25.0,11.76,2.94,0.044704,0.11175999999999998,19.12,7.35,1.5,0.0,0.044000000000000004,0.00106,0.0,0.08800000000000001,0.00013230000000000002
8982,699.0,28.33,5.0,5.0,0.084328,0.21081999999999998,21.67,3.33,0.0,0.0,0.017,0.0,0.0,0.16699999999999998,9.990000000000002e-05
8986,1197.0,,3.57,42.86,1.741424,4.35356,21.43,0.0,3.6,0.0,0.08900000000000001,0.00514,0.0,0.0,0.0
8987,1197.0,21.43,3.57,39.29,1.995424,4.98856,17.86,1.79,3.6,0.0,0.08900000000000001,0.00514,0.0,0.0,0.0
9005,67.0,2.36,0.0,1.57,0.287528,0.71882,1.57,0.0,0.8,0.0,0.0,0.00028,0.0118,0.016,7.08e-05
9006,151.0,7.88,0.0,0.61,0.2032,0.508,0.0,0.0,0.6,0.0,0.0,0.00022,0.0036,0.012,0.0
9007,3217.0,0.0,84.62,0.0,0.586232,1.4655799999999999,0.0,11.54,,,0.077,,,,
9008,1197.0,14.29,25.0,0.0,0.725424,1.8135599999999998,7.14,3.57,,,0.036000000000000004,,,,
9020,699.0,6.67,16.67,0.0,1.6256,4.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9029,259.0,9.38,1.95,1.56,0.333248,0.8331200000000001,7.03,0.0,2.3,0.0,0.0,0.00056,0.0028,0.016,0.0001173
9044,201.0,7.94,1.59,1.59,0.403352,1.0083799999999998,4.76,0.0,1.6,0.0,0.0,0.00057,0.0019,0.0,0.00014280000000000003
9064,88.0,4.17,0.0,0.83,0.266192,0.6654800000000001,2.92,0.0,0.8,0.0,0.0,0.00015,0.03,0.008,6.24e-05
9083,230.0,10.16,1.17,1.56,0.381,0.9525,7.03,0.0,2.3,0.0,0.0,0.00056,0.0019,0.016,0.0001173
9089,381.0,21.21,0.0,3.03,0.49276000000000003,1.2319,12.12,0.0,6.1,0.0,0.0,0.0032700000000000003,0.0109,0.0,0.0003636
9091,276.0,11.48,0.0,0.0,0.004064,0.010159999999999999,13.93,0.0,0.0,0.0,0.0,0.00059,0.032,0.0,0.0
9093,1494.0,73.21,1.79,12.5,0.0,0.0,3.57,0.0,3.6,0.0,0.0,0.00321,0.0,0.0,0.0
9110,1100.0,54.55,1.52,9.09,0.348488,0.8712200000000001,5.05,0.0,3.0,0.0,0.0,0.0027300000000000002,0.0,0.152,0.0
9113,167.0,7.94,0.0,1.59,0.024384,0.06096,4.76,0.0,1.6,0.0,0.0,0.0017100000000000001,0.0038,0.0,9.51e-05
9126,1230.0,58.82,5.88,11.76,0.23876,0.5969,0.0,1.47,14.7,0.0,0.0,0.00212,0.0,0.0,0.0
9127,2142.0,53.49,30.23,6.98,0.768096,1.9202400000000002,0.0,16.28,11.6,0.0,0.0,0.0016699999999999998,0.0,0.0,0.0
9133,335.0,0.0,1.79,16.07,0.47142399999999995,1.17856,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0
9134,2092.0,62.5,25.0,6.25,0.666496,1.6662400000000002,6.25,6.25,0.0,0.0,0.0,0.00225,0.0,0.0,0.0
9145,343.0,6.12,5.31,2.86,0.39827199999999996,0.9956799999999999,0.41,1.63,1.6,0.0,0.008,0.00015,0.0015,0.040999999999999995,9.18e-05
9147,222.0,7.76,0.61,4.9,0.372872,0.9321799999999999,0.0,0.2,0.0,0.0,0.008,0.00059,0.0,0.0,0.0
9152,130.0,7.03,0.78,0.78,0.381,0.9525,3.91,0.0,2.3,0.0,0.0,0.00084,0.0028,0.016,9.36e-05
9153,117.0,6.4,0.8,1.6,0.390144,0.97536,3.2,0.0,2.4,0.0,0.0,0.00086,0.0029,0.016,9.6e-05
9167,1611.0,71.15,9.62,3.85,0.37084,0.9271,32.69,3.85,1.9,0.0,0.0,0.00346,0.0,0.0,0.0002886
9168,1611.0,71.15,9.62,3.85,0.37084,0.9271,32.69,3.85,1.9,0.0,0.0,0.00346,0.0,0.0,0.0002886
9172,159.0,5.42,0.0,3.75,0.054863999999999996,0.13716,5.0,0.0,0.0,0.0,0.002,0.0,0.0005,0.10400000000000001,6.24e-05
9175,1812.0,23.33,36.67,0.0,0.7112,1.778,20.0,6.67,0.0,0.0,0.05,0.0,0.0,0.0,0.0
9183,1531.0,90.24,0.0,0.0,0.037592,0.09398,80.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9186,1883.0,70.0,20.0,2.5,0.038607999999999996,0.09652000000000001,62.5,17.5,2.5,0.0,0.0,0.0018,0.003,0.1,0.0
9187,2197.0,60.0,30.0,10.0,0.140208,0.35052,52.5,12.5,2.5,0.0,0.0,0.0009,0.0,0.05,0.0
9198,1197.0,78.57,0.0,0.0,0.0,0.0,57.14,0.0,7.1,0.0,0.0,0.00257,0.0,0.0,0.0
9215,1506.0,32.0,18.0,16.0,0.73152,1.8288,0.0,8.0,0.0,0.0,0.02,0.0,0.0,0.32,0.0
9218,1644.0,3.57,32.14,21.43,0.725424,1.8135599999999998,0.0,21.43,0.0,0.0,0.08900000000000001,0.0,0.0,0.7140000000000001,0.0003213
9244,356.0,14.62,0.38,5.38,0.140208,0.35052,0.0,0.0,5.4,0.0,0.0,0.0020800000000000003,0.0,0.046,0.0
9245,289.0,15.38,0.0,4.62,0.148336,0.37084,0.77,0.0,5.4,0.0,0.0,0.0013800000000000002,0.0,0.031,0.0
9246,322.0,15.38,0.38,5.38,0.2032,0.508,0.0,0.0,4.6,0.0,0.0,0.0011099999999999999,0.0,0.046,0.0
9253,494.0,29.41,0.0,0.0,0.9560559999999999,2.39014,23.53,0.0,,0.0,0.0,,0.0071,,0.0001764
9254,494.0,29.41,0.0,0.0,0.9560559999999999,2.39014,23.53,0.0,0.0,0.0,0.0,0.0,0.0071,0.0,0.0001764
9257,393.0,18.24,0.88,2.94,0.047751999999999996,0.11938,15.88,0.59,0.0,0.0,0.003,0.0,0.0,0.265,0.00013230000000000002
9264,322.0,16.15,0.38,5.38,0.093472,0.23368000000000003,1.54,0.0,5.4,0.0,0.0,0.0013800000000000002,0.0,0.015,0.0
9266,410.0,0.0,2.23,19.64,0.29972,0.7493,0.0,0.89,0.0,0.0,0.057999999999999996,0.00064,0.0,0.0,0.0
9271,1644.0,0.0,32.14,25.0,0.653288,1.6332200000000001,0.0,21.43,0.0,0.0,0.107,0.0,0.0,0.7140000000000001,0.0003213
9274,234.0,6.03,0.65,6.47,0.390144,0.97536,0.86,0.0,1.3,0.0,0.019,0.00047000000000000004,0.001,0.009000000000000001,0.00025860000000000005
9275,331.0,10.0,0.83,7.5,0.402336,1.00584,1.25,0.21,2.1,0.0,0.012,0.00112,0.0,0.025,0.0
9279,238.0,4.41,0.0,10.13,0.040639999999999996,0.1016,3.96,0.0,0.4,0.0,0.006999999999999999,0.00016,0.0,0.11,0.0
9280,314.0,10.13,0.0,8.81,0.03556,0.0889,9.69,0.0,0.4,0.0,0.006999999999999999,0.0,0.0,0.11,0.0
9294,2791.0,13.33,66.67,16.67,0.0,0.0,3.33,6.67,6.7,0.0,0.0,0.0024,0.0,0.067,0.0
9302,201.0,11.29,0.0,0.0,0.008128,0.020319999999999998,8.87,0.0,0.0,0.0,0.0,0.0,0.001,0.0,7.26e-05
9304,201.0,11.29,0.0,0.0,0.008128,0.020319999999999998,8.87,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0
9311,335.0,0.0,1.79,16.07,0.598424,1.49606,0.0,0.0,0.0,0.0,0.054000000000000006,0.0,0.0,0.0,0.0
9331,1644.0,0.0,32.14,25.0,0.653288,1.6332200000000001,0.0,21.43,0.0,0.0,0.107,0.0,0.0,0.7140000000000001,0.0003213
9346,2092.0,67.86,25.0,7.14,0.417576,1.0439399999999999,0.0,5.36,3.6,0.0,0.0,0.0012900000000000001,0.0,0.071,0.0
9358,1255.0,80.0,0.0,2.5,0.0,0.0,60.0,0.0,5.0,0.0,0.0,0.0018,0.003,0.05,0.0
9359,1255.0,80.0,0.0,2.5,0.0,0.0,60.0,0.0,5.0,0.0,0.0,0.0018,0.003,0.05,0.0
9360,1255.0,82.5,2.5,0.0,0.0,0.0,65.0,0.0,5.0,0.0,0.0,0.0009,0.0,0.0,0.0
9361,2092.0,67.86,25.0,7.14,0.417576,1.0439399999999999,0.0,5.36,7.1,0.0,0.0,0.0012900000000000001,0.0,0.071,0.0
9373,2351.0,25.0,46.88,21.88,0.445008,1.1125200000000002,9.38,7.81,6.2,0.0,0.0,0.00225,0.0,0.0,0.0
9374,2351.0,28.12,46.88,21.88,0.445008,1.1125200000000002,12.5,7.81,6.2,0.0,0.0,0.00225,0.0,0.0,0.0
9375,2485.0,21.88,50.0,21.88,0.158496,0.39624000000000004,6.25,7.81,6.2,0.0,0.0,0.00225,0.0,0.0,0.0
9376,2222.0,37.5,37.5,18.75,0.476504,1.19126,25.0,6.25,6.2,0.0,0.0,,,,
9377,2410.0,24.24,48.48,21.21,0.24587199999999998,0.61468,9.09,9.09,6.1,0.0,0.0,0.00218,0.0,0.0,0.0
9383,494.0,29.41,0.0,0.0,0.9560559999999999,2.39014,23.53,0.0,0.0,0.0,0.0,0.0,0.0071,0.0,0.0001764
9384,494.0,29.41,0.0,0.0,0.9560559999999999,2.39014,23.53,0.0,0.0,0.0,0.0,0.0,0.0071,0.0,0.0001764
9385,494.0,29.41,0.0,0.0,0.9560559999999999,2.39014,23.53,0.0,0.0,0.0,0.0,0.0,0.0071,0.0,0.0001764
9390,456.0,28.12,0.0,1.56,0.936752,2.3418799999999997,18.75,0.0,1.6,0.0,0.0,0.00056,0.0038,0.0,9.36e-05
9392,1569.0,73.21,2.68,12.5,0.0,0.0,3.57,0.0,10.7,0.0,0.0,0.00321,0.0,0.0,0.0
9393,1569.0,73.21,2.68,12.5,0.0,0.0,3.57,0.0,10.7,0.0,0.0,0.00321,0.0,0.0,0.0
9421,1464.0,85.0,0.0,0.0,0.0,0.0,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9425,494.0,23.53,0.0,0.0,0.9560559999999999,2.39014,23.53,0.0,0.0,0.0,0.0,0.0,0.0071,0.0,0.0001764
9429,297.0,18.58,0.0,0.0,0.022352,0.05587999999999999,14.16,0.0,1.8,0.0,0.0,0.0,0.0531,0.0,0.0
9430,184.0,12.39,0.0,0.0,0.022352,0.05587999999999999,8.85,0.0,1.8,0.0,0.0,0.0,0.0531,0.0,0.0
9431,368.0,22.12,0.0,0.0,0.022352,0.05587999999999999,15.93,0.0,1.8,0.0,0.0,0.00032,0.0531,0.0,0.0
9433,368.0,22.12,0.0,0.0,0.022352,0.05587999999999999,16.81,0.0,1.8,0.0,0.0,0.0,0.0531,0.0,0.0
9438,435.0,16.92,1.92,3.85,0.292608,0.73152,3.46,0.77,2.3,0.0,0.004,0.0010400000000000001,0.0018,0.015,4.6200000000000005e-05
9440,1774.0,48.48,24.24,6.06,0.7701279999999999,1.9253200000000001,0.0,9.09,12.1,0.0,0.0,0.00218,0.0,0.0,0.0
9444,1142.0,43.64,9.09,3.64,0.230632,0.57658,21.82,5.45,0.0,0.0,0.027000000000000003,0.0,0.0,0.073,5.4600000000000006e-05
9445,1142.0,43.64,9.09,3.64,0.230632,0.57658,21.82,5.45,1.8,0.0,0.027000000000000003,0.0,0.0,0.073,5.4600000000000006e-05
9446,1121.0,50.0,5.36,3.57,0.226568,0.56642,26.79,2.68,1.8,0.0,0.009000000000000001,0.00064,0.0,0.071,5.3700000000000004e-05
9448,314.0,12.69,0.75,4.48,0.387096,0.9677399999999999,0.0,0.0,3.7,0.0,0.0,0.00134,0.0,0.03,0.0
9449,385.0,15.0,0.83,5.0,0.372872,0.9321799999999999,0.83,0.0,4.2,0.0,0.0,0.0015,0.0,0.033,0.0
9459,326.0,17.19,0.0,0.0,0.008128,0.020319999999999998,14.84,0.0,0.0,0.0,0.0,0.00028,0.0038,0.0,7.020000000000001e-05
9460,251.0,14.0,0.0,0.67,0.010159999999999999,0.0254,13.33,0.0,0.7,0.0,0.0,0.00023999999999999998,0.012,0.0,5.9999999999999995e-05
9461,251.0,14.0,0.0,0.67,0.010159999999999999,0.0254,13.33,0.0,,0.0,0.0,0.00023999999999999998,0.012,0.0,5.9999999999999995e-05
9462,172.0,10.66,0.0,0.82,0.008128,0.020319999999999998,8.2,0.0,1.6,0.0,0.0,0.0003,0.0148,0.0,7.38e-05
9463,326.0,17.19,0.0,0.0,0.008128,0.020319999999999998,14.84,0.0,0.0,0.0,0.0,0.00028,0.0038,0.0,7.020000000000001e-05
9497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,
9498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,
9514,88.0,4.17,0.0,0.83,0.266192,0.6654800000000001,2.92,0.0,0.8,0.0,0.0,0.00015,0.03,0.008,6.24e-05
9516,71.0,2.5,0.0,1.67,0.3048,0.762,1.67,0.0,0.8,0.0,0.0,0.0003,0.0125,0.017,7.5e-05
9525,322.0,16.15,0.38,5.38,0.2032,0.508,1.54,0.0,5.4,0.0,0.0,0.0013800000000000002,0.0,0.015,0.0
9526,322.0,16.15,0.38,5.38,0.2032,0.508,1.54,0.0,5.4,0.0,0.0,0.0013800000000000002,0.0,0.015,0.0
9527,289.0,14.62,0.0,4.62,0.31292800000000004,0.78232,0.77,0.0,3.8,0.0,0.0,0.0013800000000000002,0.0,0.031,0.0
9532,322.0,12.31,0.77,4.62,312.615072,781.53768,2.31,0.0,3.8,0.0,0.0,0.0013800000000000002,0.0,0.015,0.0
9533,301.0,13.6,0.4,3.2,0.24384,0.6096,0.8,0.0,3.2,0.0,0.0,0.00144,0.0038,0.016,0.0
9534,356.0,14.62,0.77,5.38,0.28956,0.7239,0.0,0.0,5.4,0.0,0.0,0.0020800000000000003,0.0,0.046,0.0
9550,289.0,15.38,0.0,4.62,0.32004,0.8001,0.77,0.0,5.4,0.0,0.0,0.0013800000000000002,0.0,0.031,0.0
9556,201.0,8.0,0.4,2.4,0.24384,0.6096,4.8,0.0,2.4,0.0,0.0,0.00086,0.0072,0.016,0.00072
9558,151.0,7.88,0.0,0.61,0.2032,0.508,0.0,0.0,0.6,0.0,0.0,0.00022,0.0036,0.012,0.0
9559,151.0,7.88,0.0,0.61,0.2032,0.508,0.0,0.0,0.6,0.0,0.0,0.00022,0.0044,0.012,0.0
9564,1523.0,68.18,6.82,9.09,1.801368,4.503419999999999,4.55,2.27,4.5,0.0,0.0,0.00164,0.0109,0.091,0.0
9566,71.0,3.33,0.0,3.33,0.6096,1.524,0.0,0.0,3.3,0.0,0.0,0.0,0.012,0.0,0.0
9585,674.0,9.32,10.17,7.63,0.430784,1.0769600000000001,0.42,4.66,0.8,0.42,0.034,0.0007599999999999999,0.0,0.008,0.0
9604,335.0,19.47,0.0,0.0,0.022352,0.05587999999999999,15.93,0.0,1.8,0.0,0.0,0.00032,0.0531,0.0,0.0
9620,1423.0,72.34,1.06,10.64,1.27508,3.1877,4.26,0.0,2.1,0.0,0.0,0.0038299999999999996,0.0026,0.043,0.0001278
9621,1477.0,72.55,1.96,11.76,0.8961120000000001,2.24028,1.96,0.0,2.0,0.0,0.0,0.0035299999999999997,0.0,0.039,0.000147
9622,1490.0,71.11,1.11,11.11,0.768096,1.9202400000000002,2.22,0.0,2.2,0.0,0.0,0.004,0.0,0.022000000000000002,0.0002334
9623,230.0,10.16,1.17,1.56,0.381,0.9525,7.03,0.0,2.3,0.0,0.0,0.00056,0.0019,0.016,0.0001173
9631,1611.0,71.15,9.62,3.85,0.351536,0.87884,30.77,3.85,1.9,0.0,0.0,0.00346,0.0,0.0,0.0002886
9648,1494.0,73.21,1.79,12.5,0.0,0.0,3.57,0.0,3.6,0.0,0.0,0.00321,0.0,0.0,0.0
9650,1494.0,73.21,1.79,12.5,0.0,0.0,3.57,0.0,3.6,0.0,0.0,0.00321,0.0,0.0,0.0
9651,1494.0,73.21,1.79,12.5,0.0,0.0,3.57,0.0,3.6,0.0,0.0,0.00321,0.0,0.0,0.0
9661,1494.0,73.21,1.79,12.5,0.0,0.0,3.57,0.0,3.6,0.0,0.0,0.00321,0.0,0.0,0.0
9673,402.0,13.75,3.33,3.33,0.316992,0.7924800000000001,2.08,1.25,1.7,0.0,0.004,0.00112,0.001,0.008,2.49e-05
9676,402.0,13.75,2.92,3.33,0.296672,0.74168,2.08,1.04,2.9,0.0,0.004,0.00112,0.001,0.017,2.49e-05
9678,264.0,11.11,1.59,1.59,0.354584,0.88646,4.76,0.0,1.6,0.0,0.0,0.0,0.0038,0.0,0.0001905
9679,381.0,18.18,0.0,6.06,0.04572,0.1143,9.09,0.0,6.1,0.0,0.0,0.00218,0.0145,0.0,0.0003636
9680,381.0,18.18,0.0,6.06,0.04572,0.1143,9.09,0.0,6.1,0.0,0.0,0.00218,0.0145,0.0,0.0003636
9681,138.0,6.56,0.0,1.64,0.466344,1.1658600000000001,3.28,0.0,1.6,0.0,0.0,0.00118,0.0039,0.0,9.84e-05
9682,138.0,6.56,0.0,1.64,0.466344,1.1658600000000001,3.28,0.0,1.6,0.0,0.0,0.00118,0.0039,0.0,9.84e-05
