,energy_100g,carbohydrates_100g,fat_100g,proteins_100g,sodium_100g,salt_100g,sugars_100g,saturated-fat_100g,fiber_100g,trans-fat_100g,cholesterol_100g,iron_100g,vitamin-c_100g,calcium_100g,vitamin-a_100g
9683,138.0,6.56,0.0,1.64,0.466344,1.1658600000000001,3.28,0.0,1.6,0.0,0.0,0.00118,0.0039,0.0,9.84e-05
9703,1711.0,81.82,4.55,9.09,1.200912,3.00228,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9704,1611.0,84.62,0.0,7.69,0.23469600000000002,0.5867399999999999,23.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9705,1674.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9744,347.0,15.83,0.42,5.0,0.4064,1.016,0.83,0.0,4.2,0.0,0.0,0.0015,0.0,0.033,0.0
9745,339.0,15.32,0.0,5.65,0.393192,0.98298,0.81,0.0,4.8,0.0,0.0,0.00116,0.0,0.032,0.0
9779,1523.0,95.45,0.0,0.0,0.600456,1.50114,77.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9801,155.0,4.9,0.82,2.86,0.277368,0.69342,0.41,0.2,0.8,0.0,0.008,0.00044,0.0049,0.008,0.0002448
9805,556.0,10.0,6.67,6.67,0.084328,0.21081999999999998,10.0,3.33,0.0,0.0,0.017,0.0,0.0,0.267,0.0
9806,347.0,10.0,0.0,6.67,0.118872,0.29718,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.267,9.990000000000002e-05
9808,138.0,6.56,0.0,1.64,0.0254,0.0635,3.28,0.0,1.6,0.0,0.0,0.00059,0.0039,0.0,9.84e-05
9809,138.0,6.56,0.0,1.64,0.0254,0.0635,3.28,0.0,1.6,0.0,0.0,0.00118,0.0039,0.0,9.84e-05
9816,2540.0,17.86,57.14,21.43,0.34442399999999995,0.86106,3.57,3.57,10.7,0.0,0.0,0.00386,0.0,0.28600000000000003,0.0
9817,2389.0,21.43,50.0,21.43,0.0,0.0,3.57,3.57,10.7,0.0,0.0,0.00386,0.0,0.28600000000000003,0.0
9830,297.0,13.27,1.02,2.04,0.20726399999999998,0.5181600000000001,6.12,0.0,2.0,0.0,0.0,0.00037,0.0049,0.0,0.0
9831,297.0,13.27,1.02,2.04,0.20726399999999998,0.5181600000000001,6.12,0.0,2.0,0.0,0.0,0.00037,0.0049,0.0,0.0
9833,389.0,16.1,0.42,5.08,0.413512,1.03378,0.85,0.0,4.2,0.0,0.0,0.00122,0.0,0.034,0.0
9834,1109.0,44.12,8.82,2.94,0.14935199999999998,0.37338000000000005,23.53,5.88,0.0,0.0,0.028999999999999998,0.0,0.0,0.059000000000000004,0.0
9835,1222.0,4.17,20.83,20.83,0.719328,1.7983200000000001,0.0,12.5,0.0,0.0,0.042,0.0,0.0,0.625,0.0002499
9838,2159.0,64.52,29.03,3.23,0.032512,0.08127999999999999,61.29,12.9,3.2,0.0,0.0,0.00232,0.0,0.258,0.0
9840,2556.0,16.67,55.56,22.22,0.338328,0.8458200000000001,5.56,4.17,11.1,0.0,0.0,0.004,0.0,0.278,0.0
9862,1552.0,67.74,5.65,12.9,1.245616,3.11404,4.84,2.42,1.6,0.81,0.008,0.0029,0.0,0.09699999999999999,0.0
9912,1674.0,13.33,40.0,0.0,0.9144,2.286,13.33,6.67,0.0,0.0,0.033,0.0,0.004,0.0,9.990000000000002e-05
9927,3217.0,0.0,84.62,0.0,0.586232,1.4655799999999999,0.0,11.54,,,0.077,,,,
9953,2485.0,21.88,50.0,18.75,0.19100799999999998,0.47752,9.38,6.25,9.4,0.0,0.0,0.0033799999999999998,0.0,0.25,0.0
9957,971.0,46.43,2.68,5.36,0.254,0.635,23.21,1.79,0.0,0.0,0.009000000000000001,0.0,0.0,0.14300000000000002,0.0
9981,1699.0,87.5,0.0,6.25,0.857504,2.14376,9.38,0.0,3.1,0.0,0.0,0.02812,0.0469,0.0,0.0011718
9998,1774.0,48.48,24.24,6.06,0.7701279999999999,1.9253200000000001,0.0,9.09,12.1,0.0,0.0,0.00218,0.0,0.0,0.0
10003,1774.0,48.48,27.27,6.06,0.7701279999999999,1.9253200000000001,0.0,9.09,12.1,0.0,0.0,0.0032700000000000003,0.0,0.0,0.0
10004,1523.0,51.52,13.64,6.06,0.7701279999999999,1.9253200000000001,0.0,6.06,12.1,0.0,0.0,0.0032700000000000003,0.0,0.0,0.0
10005,1904.0,45.45,27.27,6.06,0.923544,2.3088599999999997,0.0,15.15,12.1,0.0,0.0,0.00218,0.0,0.0,0.0
10007,1268.0,60.61,6.06,12.12,0.24587199999999998,0.61468,0.0,1.52,15.2,0.0,0.0,0.00218,0.0,0.0,0.0
10008,2389.0,21.43,50.0,25.0,0.0,0.0,3.57,7.14,7.1,0.0,0.0,0.00257,0.0,0.0,0.0
10011,2389.0,28.57,42.86,21.43,0.290576,0.72644,14.29,5.36,7.1,0.0,0.0,0.00257,0.0,0.0,0.0
10012,2389.0,21.43,50.0,25.0,0.30886399999999997,0.7721600000000001,3.57,7.14,7.1,0.0,0.0,0.00257,0.0,0.0,0.0
10013,2243.0,28.57,42.86,21.43,0.290576,0.72644,14.29,5.36,7.1,0.0,0.0,0.0012900000000000001,0.0,0.071,0.0
10019,2389.0,21.43,50.0,25.0,0.616712,1.54178,3.57,7.14,7.1,0.0,0.0,0.00257,0.0,0.0,0.0
10020,2389.0,21.43,50.0,25.0,0.616712,1.54178,3.57,7.14,7.1,0.0,0.0,0.00257,0.0,0.0,0.0
10021,1833.0,78.12,12.5,3.12,0.381,0.9525,37.5,4.69,3.1,0.0,0.0,0.00225,0.0,0.0,0.0
10031,259.0,15.04,0.0,0.0,0.009144,0.02286,13.27,0.0,0.9,0.0,0.0,0.0,0.0531,0.0,0.0001992
10044,209.0,12.14,0.71,0.0,0.0,0.0,8.57,0.0,2.9,0.0,0.0,0.0,0.0026,0.0,0.0
10046,209.0,12.14,0.71,0.0,0.0,0.0,8.57,0.0,2.9,0.0,0.0,0.0,0.0026,0.0,0.0
10047,151.0,9.29,0.0,0.71,0.0,0.0,6.43,0.0,1.4,0.0,0.0,0.0,0.0557,0.0,8.58e-05
10050,268.0,15.71,0.0,1.43,0.0,0.0,10.71,0.0,5.0,0.0,0.0,0.0007700000000000001,0.0034,0.028999999999999998,4.29e-05
10063,1644.0,3.57,32.14,25.0,0.653288,1.6332200000000001,0.0,21.43,0.0,0.0,0.107,0.0,0.0,0.7140000000000001,0.0003213
10066,1644.0,3.57,32.14,21.43,0.725424,1.8135599999999998,0.0,21.43,0.0,0.0,0.08900000000000001,0.0,0.0,0.7140000000000001,0.0003213
10071,837.0,6.67,16.67,3.33,0.169672,0.42418,3.33,11.67,0.0,0.0,0.067,0.0,0.0,0.133,0.00020009999999999998
10074,837.0,6.67,16.67,3.33,0.169672,0.42418,3.33,11.67,0.0,0.0,0.067,0.0,0.0,0.133,0.00020009999999999998
10079,1644.0,0.0,32.14,25.0,0.653288,1.6332200000000001,0.0,21.43,0.0,0.0,0.107,0.0,0.0,0.7140000000000001,0.0003213
10094,1644.0,3.57,32.14,25.0,0.653288,1.6332200000000001,0.0,21.43,0.0,0.0,0.107,0.0,0.0,0.7140000000000001,0.0003213
10130,222.0,9.41,0.0,3.53,0.018288,0.04572,2.35,0.0,3.5,0.0,0.0,0.00085,0.0635,0.024,7.049999999999999e-05
10133,1222.0,35.38,10.77,13.85,0.4064,1.016,3.08,6.15,1.5,0.0,0.015,0.0022199999999999998,0.0,0.231,9.240000000000001e-05
10142,1594.0,0.0,33.33,23.81,0.677672,1.69418,0.0,19.05,0.0,0.0,0.11900000000000001,0.0,0.0,0.7140000000000001,0.00028560000000000006
10147,837.0,6.67,16.67,3.33,0.169672,0.42418,3.33,11.67,0.0,0.0,0.067,0.0,0.0,0.133,0.00020009999999999998
10151,1644.0,3.57,32.14,25.0,0.653288,1.6332200000000001,0.0,21.43,0.0,0.0,0.107,0.0,0.0,0.7140000000000001,0.0003213
10158,393.0,18.24,0.88,2.94,0.047751999999999996,0.11938,14.71,0.59,0.0,0.0,0.003,0.0,0.0014,0.294,0.0001764
10172,2987.0,0.0,78.57,0.0,0.653288,1.6332200000000001,0.0,50.0,,0.0,0.214,,,,0.0008571
10173,2987.0,0.0,78.57,0.0,0.0,0.0,0.0,50.0,,0.0,0.214,,,,0.0008571
10175,2987.0,0.0,78.57,0.0,0.616712,1.54178,0.0,14.29,0.0,10.71,0.0,0.0,0.0,0.0,0.0010712999999999999
10180,226.0,5.0,2.08,3.33,0.054863999999999996,0.13716,5.0,1.25,0.0,0.0,0.008,0.0,0.001,0.125,6.24e-05
10183,259.0,10.0,1.04,3.33,0.084328,0.21081999999999998,9.17,0.62,0.0,0.0,0.006,0.00015,0.0005,0.125,6.24e-05
10185,226.0,5.0,2.08,3.33,0.054863999999999996,0.13716,5.0,1.25,0.0,0.0,0.008,0.0,0.001,0.125,6.24e-05
10187,259.0,10.0,1.04,3.33,0.084328,0.21081999999999998,9.17,0.62,0.0,0.0,0.006,0.00015,0.0005,0.125,6.24e-05
10204,1569.0,73.21,2.68,12.5,0.0,0.0,3.57,0.0,8.9,0.0,0.0,0.00321,0.0,0.036000000000000004,0.0
10217,1046.0,65.0,0.0,0.0,0.0254,0.0635,50.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0
10231,1611.0,71.15,9.62,3.85,0.351536,0.87884,30.77,3.85,1.9,0.0,0.0,0.00346,0.0,0.0,0.0002886
10232,1611.0,71.15,9.62,3.85,0.37084,0.9271,30.77,3.85,1.9,0.0,0.0,0.00346,0.0,0.0,0.0002886
10233,1611.0,71.15,9.62,3.85,0.351536,0.87884,30.77,3.85,1.9,0.0,0.0,0.00346,0.0,0.0,0.0002886
10234,1611.0,71.15,9.62,3.85,0.37084,0.9271,32.69,3.85,1.9,0.0,0.0,0.00346,0.0,0.0,0.0002886
10235,1611.0,71.15,9.62,5.77,0.46939200000000003,1.1734799999999999,32.69,3.85,1.9,0.0,0.0,0.00346,0.0,0.038,0.0002886
10236,1690.0,73.08,9.62,5.77,0.351536,0.87884,34.62,3.85,1.9,0.0,0.0,0.00346,0.0,0.0,0.0002886
10275,1644.0,96.43,0.0,0.0,0.0,0.0,92.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10276,1795.0,100.0,0.0,0.0,0.0,0.0,92.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10283,1812.0,75.0,16.67,5.0,0.2032,0.508,53.33,5.83,1.7,0.0,0.0,0.0006,0.0,0.033,0.0
10287,1640.0,98.04,0.0,0.0,0.0,0.0,94.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10289,1674.0,97.5,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10332,1046.0,18.75,18.75,0.0,0.953008,2.38252,15.62,3.12,0.0,0.0,0.016,0.0,0.0,0.0,0.0
10350,1172.0,52.0,2.0,8.0,0.54864,1.3716,8.0,0.0,0.0,0.0,0.0,0.00288,0.0,0.0,0.0
10353,870.0,2.08,16.67,10.42,0.994664,2.4866599999999996,0.0,5.21,0.0,0.0,0.083,0.0015,0.0,0.125,0.0
10355,766.0,5.0,13.33,8.33,0.8636,2.1590000000000003,3.33,4.17,0.0,0.0,0.067,0.0012,0.002,0.1,9.990000000000002e-05
10367,1611.0,71.15,9.62,3.85,0.351536,0.87884,30.77,3.85,1.9,0.0,0.0,0.00346,0.0,0.0,0.0002886
10369,1611.0,71.15,9.62,3.85,0.351536,0.87884,30.77,3.85,1.9,0.0,0.0,0.00346,0.0,0.0,0.0002886
10372,1490.0,80.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0
10373,1393.0,73.81,3.57,7.14,0.0,0.0,2.38,0.0,4.8,0.0,0.0,0.00086,0.0,0.0,0.0
10374,1490.0,80.0,0.0,8.89,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0008,0.0,0.0,0.0
10380,1644.0,0.0,32.14,25.0,0.653288,1.6332200000000001,0.0,21.43,0.0,0.0,0.107,0.0,0.0,0.7140000000000001,0.0003213
10382,360.0,14.06,1.95,4.69,0.404368,1.01092,0.78,0.78,3.9,0.0,0.0,0.00141,0.0,0.031,0.0
10385,1494.0,75.0,0.89,12.5,0.0,0.0,1.79,0.0,3.6,0.0,0.0,0.00321,0.0,0.0,0.0
10387,1494.0,75.0,0.89,12.5,0.0,0.0,1.79,0.0,3.6,0.0,0.0,0.00321,0.0,0.0,0.0
10398,1170.0,53.5,3.49,9.3,0.5429999999999999,1.36,4.65,0.0,2.33,0.0,0.0,0.00251,0.0,0.09300000000000001,0.0
10400,297.0,0.0,0.59,15.29,0.358648,0.8966200000000001,0.0,0.0,0.0,0.0,0.11800000000000001,0.00042,0.0,0.024,0.0
10425,1644.0,3.57,32.14,25.0,0.653288,1.6332200000000001,0.0,21.43,0.0,0.0,0.107,0.0,0.0,0.7140000000000001,0.0003213
10428,1941.0,71.43,17.86,7.14,0.489712,1.22428,25.0,5.36,3.6,0.0,0.0,0.00257,0.0,0.0,0.0
10432,2146.0,53.85,25.64,12.82,0.729488,1.82372,7.69,5.13,2.6,0.0,0.0,0.0036899999999999997,0.0,0.10300000000000001,0.0
10439,699.0,6.67,16.67,0.0,1.084072,2.71018,0.0,0.0,0.0,0.0,0.0,0.0024,0.024,0.0,0.0
10472,17.0,0.42,0.0,0.83,0.376936,0.94234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10475,1100.0,25.0,13.16,10.53,0.668528,1.6713200000000001,1.32,1.97,1.3,0.0,0.013000000000000001,0.0018899999999999998,0.0,0.026000000000000002,3.96e-05
10490,2510.0,0.0,46.67,33.33,1.8288,4.572,0.0,16.67,0.0,0.0,0.1,0.0,0.0,0.0,0.0
10502,243.0,7.44,2.48,1.65,0.26822399999999996,0.67056,4.96,0.41,1.7,0.0,0.0,0.0006,0.003,0.05,9.93e-05
10503,276.0,9.09,2.89,1.65,0.260096,0.6502399999999999,4.96,0.0,2.5,0.0,0.0,0.0008900000000000001,0.005,0.05,0.0003099
10504,310.0,6.56,4.92,1.64,0.357632,0.8940799999999999,4.92,1.64,1.6,0.0,0.0,0.00059,0.003,0.033,0.0003075
10566,1004.0,17.33,14.67,12.0,0.69088,1.7272,1.33,3.33,1.3,0.0,0.027000000000000003,0.0009599999999999999,0.0016,0.027000000000000003,3.9899999999999994e-05
10570,1393.0,20.0,30.0,0.0,0.8463280000000001,2.1158200000000003,13.33,3.33,0.0,0.0,0.033,,,,
10584,678.0,26.47,3.68,4.41,0.08229600000000001,0.20574,20.59,2.21,0.0,0.0,0.022000000000000002,0.0,0.0,0.221,4.41e-05
10593,2540.0,14.29,53.57,28.57,0.32613600000000004,0.81534,3.57,8.93,10.7,0.0,0.0,0.0012900000000000001,0.0,0.071,0.0
10602,130.0,7.03,0.78,0.78,0.381,0.9525,3.91,0.0,2.3,0.0,0.0,0.00084,0.0028,0.016,9.36e-05
10603,623.0,38.81,0.0,0.0,0.007112,0.01778,29.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10604,117.0,6.4,0.8,1.6,0.390144,0.97536,3.2,0.0,2.4,0.0,0.0,0.00086,0.0029,0.016,9.6e-05
10608,971.0,0.0,14.29,25.0,0.889,2.2225,1.79,5.36,0.0,0.0,0.08900000000000001,0.00257,,,
10620,498.0,0.0,1.79,22.62,0.979424,2.44856,0.0,0.0,0.0,0.0,0.214,0.00043,0.0,0.095,0.0001071
10621,498.0,0.0,1.79,22.62,0.979424,2.44856,0.0,0.0,0.0,0.0,0.214,0.00043,0.0,0.095,0.0001071
10622,498.0,0.0,1.79,22.62,0.979424,2.44856,0.0,0.0,0.0,0.0,0.214,0.00043,0.0,0.095,0.0001071
10623,243.0,0.0,0.45,12.5,0.09956799999999999,0.24891999999999997,0.0,0.0,0.0,0.0,0.045,0.0,0.0011,0.0,2.6700000000000002e-05
10624,561.0,0.0,4.46,20.54,0.072136,0.18034,0.0,0.89,0.0,0.0,0.045,0.00064,0.0,0.054000000000000006,5.3700000000000004e-05
10646,1644.0,7.14,32.14,21.43,0.689864,1.7246599999999999,0.0,21.43,0.0,0.0,0.08900000000000001,0.0,0.0,0.7140000000000001,0.0003213
10647,222.0,4.0,0.0,10.0,0.040639999999999996,0.1016,4.0,0.0,0.7,0.0,0.006999999999999999,0.0,0.0,0.133,0.0
10648,305.0,10.0,0.0,8.67,0.047751999999999996,0.11938,9.33,0.0,0.7,0.0,0.006999999999999999,0.0,0.0,0.1,0.0
10650,335.0,12.0,0.0,9.33,0.037592,0.09398,11.33,0.0,0.7,0.0,0.006999999999999999,0.0,0.0,0.1,0.0
10651,364.0,13.33,0.0,8.0,0.033527999999999995,0.08382,12.67,0.0,0.7,0.0,0.006999999999999999,0.0,0.0,0.1,0.0
10653,335.0,12.0,0.0,8.67,0.0508,0.127,11.33,0.0,0.7,0.0,0.006999999999999999,0.0,0.0,0.1,0.0
10654,364.0,14.0,0.0,8.0,0.040639999999999996,0.1016,13.33,0.0,0.7,0.0,0.006999999999999999,0.0,0.0,0.1,0.0
10655,364.0,14.0,0.0,8.0,0.033527999999999995,0.08382,13.33,0.0,0.7,0.0,0.006999999999999999,0.0,0.0,0.1,0.0
10656,121.0,4.9,0.41,1.22,0.356616,0.89154,0.41,0.0,0.4,0.0,0.002,0.00015,0.0,0.008,0.0001224
10690,2092.0,67.86,25.0,7.14,0.381,0.9525,0.0,3.57,3.6,0.0,0.0,0.0012900000000000001,0.0,0.14300000000000002,0.0
10694,1481.0,46.46,17.17,4.04,0.307848,0.76962,26.26,3.03,1.0,0.0,0.061,0.00145,0.0,0.04,3.0299999999999998e-05
10695,1435.0,44.44,17.17,3.03,0.297688,0.74422,25.25,3.03,1.0,0.0,0.04,0.00182,0.0,0.02,3.0299999999999998e-05
10696,1565.0,52.53,18.18,4.04,0.318008,0.79502,32.32,4.55,2.0,0.0,0.055999999999999994,0.00145,0.0,0.02,3.0299999999999998e-05
10697,2092.0,60.71,28.57,7.14,0.725424,1.8135599999999998,3.57,3.57,3.6,0.0,0.0,0.0012900000000000001,0.0,0.14300000000000002,0.0001071
10698,2243.0,57.14,35.71,7.14,0.580136,1.45034,0.0,5.36,3.6,0.0,0.0,0.0012900000000000001,0.0,0.14300000000000002,0.0
10711,1699.0,87.5,0.0,6.25,0.570992,1.4274799999999999,6.25,0.0,3.1,0.0,0.0,0.02812,0.0469,0.0,0.0011718
10717,364.0,14.67,0.0,8.0,0.047751999999999996,0.11938,13.33,0.0,0.7,0.0,0.006999999999999999,0.0,0.0,0.1,0.0
10719,335.0,12.67,0.0,8.67,0.043688,0.10922,12.0,0.0,0.7,0.0,0.006999999999999999,0.0,0.0,0.1,0.0
10720,368.0,14.1,0.0,8.37,0.046736,0.11684000000000001,13.22,0.0,0.4,0.0,0.004,0.0,0.0021,0.08800000000000001,0.0
10721,335.0,12.67,0.0,8.67,0.033527999999999995,0.08382,12.0,0.0,0.7,0.0,0.006999999999999999,0.0,0.0,0.1,0.0
10733,1343.0,57.14,10.71,3.57,0.23571199999999998,0.58928,25.0,5.36,0.0,0.0,0.0,0.0012900000000000001,0.0,0.0,0.0
10734,1644.0,0.0,32.14,25.0,0.653288,1.6332200000000001,0.0,21.43,0.0,0.0,0.107,0.0,0.0,0.7140000000000001,0.0003213
10738,1774.0,63.64,13.64,9.09,1.200912,3.00228,0.0,7.58,12.1,0.0,0.0,0.00218,0.0,0.0,0.0
10739,2155.0,51.52,30.3,6.06,0.7701279999999999,1.9253200000000001,0.0,15.15,9.1,0.0,0.0,0.00109,0.0,0.0,0.0
10740,2029.0,51.52,27.27,6.06,1.170432,2.92608,0.0,15.15,9.1,0.0,0.0,0.00218,0.0,0.0,0.0
10747,448.0,0.89,1.79,20.54,0.145288,0.36322,0.0,0.0,0.0,0.0,0.14300000000000002,0.00161,0.0011,0.054000000000000006,2.6700000000000002e-05
10748,448.0,0.89,1.79,20.54,0.145288,0.36322,0.0,0.0,0.0,0.0,0.14300000000000002,0.00161,0.0011,0.054000000000000006,2.6700000000000002e-05
10757,1611.0,71.15,9.62,3.85,0.292608,0.73152,30.77,3.85,1.9,0.0,0.0,0.00346,0.0,0.0,0.0002886
10758,1611.0,71.15,9.62,3.85,0.37084,0.9271,32.69,3.85,1.9,0.0,0.0,0.00346,0.0,0.0,0.0002886
10759,1611.0,71.15,9.62,3.85,0.37084,0.9271,30.77,3.85,1.9,0.0,0.0,0.00346,0.0,0.0,0.0002886
10765,1017.0,25.74,11.03,11.76,0.545592,1.36398,2.94,6.62,1.5,0.0,0.026000000000000002,0.00331,0.0,0.147,6.63e-05
10777,983.0,29.41,13.24,2.21,0.231648,0.57912,7.35,5.88,2.9,0.0,0.0,0.00106,0.0,0.015,0.0
10778,1046.0,33.82,12.5,2.21,0.186944,0.46736000000000005,8.82,5.88,3.7,0.0,0.0,0.00106,0.0,0.015,0.0
10779,1075.0,37.5,12.5,2.21,0.276352,0.69088,14.71,5.88,2.9,0.0,0.0,0.00106,0.0009,0.0,0.0
10782,1640.0,51.2,20.0,4.0,0.24384,0.6096,24.0,6.4,3.2,0.0,0.052000000000000005,0.00115,0.0,0.016,2.4e-05
10785,1017.0,33.82,12.5,2.21,0.224536,0.56134,13.24,5.88,2.9,0.0,0.0,0.00106,0.0018,0.059000000000000004,0.0
10806,1699.0,53.12,25.0,3.12,0.09550399999999999,0.23876,40.62,21.88,6.2,0.0,0.0,0.00112,0.0,0.0,0.0
10807,1644.0,50.0,21.43,3.57,0.10871199999999999,0.27178,39.29,21.43,7.1,0.0,0.0,0.0012900000000000001,0.0,0.0,0.0
10822,1494.0,75.0,0.89,12.5,0.0,0.0,1.79,0.0,3.6,0.0,0.0,0.00321,0.0,0.0,0.0
10829,808.0,38.6,0.88,8.77,0.392176,0.98044,1.75,0.0,1.8,0.0,0.0,0.00253,0.0021,0.105,0.0
10835,264.0,15.87,0.0,0.0,0.012192,0.03048,13.49,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
10843,134.0,6.4,0.0,0.8,0.23571199999999998,0.58928,2.4,0.0,0.8,0.0,0.0,0.00058,0.0029,0.016,0.0009599999999999999
10846,138.0,8.2,0.0,0.0,0.59944,1.4986,4.92,0.0,1.6,0.0,0.0,0.00118,0.0039,0.0,0.0001476
10847,138.0,8.2,0.0,0.0,0.466344,1.1658600000000001,3.28,0.0,1.6,0.0,0.0,0.00118,0.0039,0.0,0.000246
10849,356.0,16.15,0.0,5.38,0.32004,0.8001,2.31,0.0,5.4,0.0,0.0,0.0013800000000000002,0.0,0.046,0.0
10850,88.0,4.17,0.0,0.83,0.266192,0.6654800000000001,2.92,0.0,0.8,0.0,0.0,0.00015,0.03,0.008,6.24e-05
10858,2155.0,48.48,30.3,6.06,1.354328,3.38582,0.0,6.06,12.1,13.64,0.0,0.00218,0.0,0.0,0.0
10859,2155.0,48.48,33.33,6.06,1.1084559999999999,2.77114,0.0,7.58,12.1,13.64,0.0,0.00218,0.0,0.0,0.0
10882,2615.0,18.75,50.0,21.88,0.445008,1.1125200000000002,9.38,9.38,6.2,0.0,0.0,0.00225,0.0,0.0,0.0
10883,2351.0,25.0,46.88,21.88,0.41249600000000003,1.03124,9.38,6.25,6.2,0.0,0.0,0.00225,0.0,0.062,0.0
10894,556.0,10.0,6.67,6.67,0.1016,0.254,10.0,3.33,0.0,0.0,0.0,0.0,0.0,0.267,9.990000000000002e-05
10905,849.0,23.44,10.94,3.12,0.079248,0.19812000000000002,23.44,6.25,0.0,0.0,0.039,0.0,0.0,0.125,0.00014069999999999998
10926,1556.0,67.44,13.95,2.33,47.751999999999995,119.38,51.16,9.3,2.3,0.0,0.0,0.00084,0.0,0.09300000000000001,0.0
10932,2184.0,58.7,31.52,5.43,0.331216,0.82804,30.43,11.96,4.3,0.0,0.049,0.00157,0.0,0.022000000000000002,3.27e-05
10933,1100.0,35.09,14.04,2.63,0.25806399999999996,0.6451600000000001,11.4,6.14,4.4,0.0,0.0,0.00126,0.0,0.018000000000000002,0.0
10937,1360.0,42.98,16.67,3.51,0.356616,0.89154,10.53,7.89,4.4,0.0,0.0,0.00032,0.0,0.018000000000000002,0.0003288
10938,1004.0,29.6,12.8,2.4,0.23571199999999998,0.58928,7.2,6.4,3.2,0.0,0.0,0.00115,0.0,0.016,0.0
10945,1004.0,36.0,12.8,2.4,0.28448,0.7112,4.0,6.4,4.0,0.0,0.0,0.00115,0.001,0.016,0.0
10948,916.0,46.88,6.25,0.0,0.8249920000000001,2.06248,37.5,0.0,0.0,0.0,0.0,0.00112,0.0038,0.0,9.36e-05
10955,644.0,41.03,0.0,0.0,0.0,0.0,35.9,0.0,0.0,0.0,0.0,0.0,0.0062,0.0,7.68e-05
10959,690.0,5.51,14.17,2.36,0.336296,0.8407399999999999,2.36,5.51,0.8,0.0,0.031,0.00213,0.0094,0.079,0.0001773
10971,812.0,47.22,0.0,0.0,0.0,0.0,44.44,0.0,0.0,0.0,0.0,0.0,0.0167,0.0,0.00016680000000000002
10998,444.0,22.73,0.0,1.52,0.49276000000000003,1.2319,16.67,0.0,3.0,0.0,0.0,0.00109,0.0136,0.03,0.0001818
11004,715.0,34.29,1.43,2.86,0.900176,2.25044,28.57,0.0,0.0,0.0,0.0,0.00103,0.0069,0.0,8.58e-05
11016,812.0,47.22,0.0,0.0,0.0,0.0,44.44,0.0,0.0,0.0,0.0,0.0,0.0067,0.0,0.0
11094,1628.0,53.1,18.58,2.65,0.4318,1.0795,26.55,9.73,0.9,0.0,0.0,0.0012699999999999999,0.0,0.0,0.0
11098,1519.0,46.9,17.7,2.65,0.539496,1.34874,19.47,9.73,0.9,0.0,0.0,0.0012699999999999999,0.0,0.018000000000000002,0.0
11101,1519.0,52.94,16.67,2.94,0.468376,1.1709399999999999,23.53,8.82,1.0,0.0,0.0,0.00141,0.0,0.0,0.0
11103,1540.0,54.39,15.79,1.75,0.446024,1.11506,26.32,7.89,1.8,0.0,0.0,0.00126,0.0,0.0,0.0
11122,1464.0,87.5,0.0,0.0,0.0254,0.0635,77.5,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.000375
11130,2092.0,63.16,28.95,5.26,0.11988800000000001,0.29972,57.89,18.42,2.6,0.0,0.026000000000000002,0.0018899999999999998,0.0,0.105,0.0
11145,1883.0,72.5,17.5,5.0,0.0762,0.1905,67.5,10.0,2.5,0.0,0.0,0.0018,0.003,0.1,0.0
11169,640.0,2.5,9.7,13.8,0.41200000000000003,1.03,0.7,3.2,0.5,,,,,,
11171,2310.0,37.75,11.1,3.95,0.74,1.85,4.0,5.1,,,,,,,
11175,1908.0,49.4,26.1,5.0,2.28,5.7,3.1,2.4,,,,,,,
11176,1925.0,48.9,26.9,4.6,0.4,1.0,0.9,2.4,,,,,,,
11178,1925.0,48.9,26.9,4.6,0.16,0.4,0.9,2.4,,,,,,,
11179,452.0,6.5,8.0,2.0,0.6,1.5,2.8,1.8,,,,,,,
11180,540.0,16.9,2.4,6.5,0.4,1.0,0.6,0.3,7.0,,,,,,
11201,247.0,7.65,0.0,6.47,0.075184,0.18796,4.71,0.0,0.0,0.0,0.003,0.0,0.0014,0.20600000000000002,8.82e-05
11203,393.0,12.35,4.12,4.71,0.053848,0.13462000000000002,10.59,2.35,0.0,0.0,0.012,0.0,0.0007,0.147,8.82e-05
11204,469.0,18.24,2.94,4.12,0.041656,0.10414000000000001,15.88,2.06,0.0,0.0,0.012,0.0,0.0014,0.11800000000000001,8.82e-05
